train_id,ref,tester,summary,create_date,status,priority,severity,resolution,implemented_date,release_fixed,release_found,sw_blocker,targetsw,testcase,triage,owner,assement,reject_cat,farea,Description
218,SWDEV-115774,akondapa,BSOD observed after Restore factory default setting over SI MALTA and SI CURACAO_CF with Win10 OS,19:36.0,Closed,P2 (Must Solve),High,,,,17.2,No,694875,3075321,Radeon Settings,IV,CQE Escape,,Sanity,"BSOD observed after Restore factory default setting over SI MALTA and SI CURACAO_CF with Win10 OS SYSTEM: CPU :  AMD Phenom(tm) II X6 1075T Processor ASIC :  SI CURACAO_CF (6811) Motherboard: m5a99x-evo Chipset: AMD 990X OS:  RS2-32 (\\hydindrvcache01\Images\R5043-RS2-32b.GHO) RAM:  8 GB DRIVER:  \\hydincbt03\build\1703091706\image\17.20\17.20_BR230356 STEPS TO REPRODUCE: 1. Boot into the required setup 2. Install the driver from above path and reboot the system when prompted 3. Launch CN and apply few custom settings(AA, AF, Video) 4. Try to Restore factory default setting and observe EXPECTED: No BSOD must be observed ACTUAL: BSOD observed after applying Restore factory default setting Dump path: \\hydinlogs01\Coredmp$\HY-IN-IVT5\HY-IN-IVT5-40\F2017-03-10-17#16#37#563_3075321.7z Refer the attachment for more details Regression: 17.20 - 1703091706(CL#1383696) - Fail 17.20 - 1703071703(CL#1382555) - Fail 17.20 - 1703061755(CL#1381912) - Pass  "
219,SWDEV-115999,vmahalak,OSDB#398040 failed for RHEL 7 and Ubuntu OS,52:19.0,Closed,Undefined,Critical,,,,17.2,No,694875,0,OpenGL,IV,CQE Escape,,Sanity,OSDB#398040 failed for RHEL 7 and Ubuntu OS   Build path: http://osibuilds/#/job/398040  log can be found at: http://osibuilds/#/buildlog/398040/926  Regression:  LINUX_PRO-1703131900 OSDB#398040--> Fail  229c7cc62363e233          OSDB#397706 --> Fail LINUX_PRO-1703121900 OSDB#397567 --> Pass   Note: The build has failed for SLE 12 and Ubuntu 14.04 OS as well.
220,SWDEV-116001,akondapa,Centralized Build 1703131816 for revision CL#1385031 on 17.20 failed,22:10.0,Closed,Undefined,Critical,,,,17.2,No,694875,,OpenGL Triage,IV,CQE Escape,,Sanity,Centralized Build 1703131816 for revision CL#1385031 on 17.20 failed Build log: \\amd.com\swblds\DEVONLY2\Build\1703131816\raw\log   Attached the notification mail. Regression: 17.20 - 1703131816 (CL#1385031) --> Fail 17.20 - 1703110925 (CL#1384507) --> Pass
221,SWDEV-116008,akondapa,BSOD/Blank screen observed after enabling driver verifier over CI MARS,24:52.0,Closed,P2 (Must Solve),High,,,,17.2,No,694875,145821,Base Graphics Driver Triage,IV,CQE Escape,,Sanity,BSOD/Blank screen observed after enabling driver verifier over CI MARS SYSTEM: CPU :  AMD A6-6400K APU with Radeon(tm) HD Graphics ASIC :  CI MARS (6606) Motherboard: f2a88xm-d3h Chipset: AMD A88X OS:  Win7-32 (\\hydindrvcache01\Images\W732K.GHO) RAM:  8 GB DRIVER:  \\hydincbt03\build\1703110925\image\17.20\17.20_BR230356 STEPS TO REPRODUCE: 1. Boot into the required setup 2. Install the driver from above path and reboot the system when prompted 3. Enable driver verifier and reboot EXPECTED: No BSOD/blank screen must be observed ACTUAL: BSOD/Blank screen observed after on rebooting the system Dump path: \\hydinlogs01\Coredmp$\HY-IN-IVT5\HY-IN-IVT5-62\F2017-03-13-12#17#29#538_63067.7z Refer the attachment for more details Regression: 17.20 - 1703110925(CL#1384507) - Fail 17.20 - 1703091706(CL#1383696) - Fail 17.20 - 1703081600(CL#1383098) - Pass
222,SWDEV-116042,karyashr,[PWR][IV] 10% Increase in power measurement observed with system idle test on Fusion carrizo.,28:30.0,Opened,Undefined,High,,,,17.2,No,694875,149728,PowerIP,IV,CQE Escape,,Power,"SYSTEM CONFIGURATION: APU                       : AMD Engg Sample ZM14D6C1Y4382_30/16/13/05_9874 1.60GHz Reference Board ID        : Gardenia 109-C75111-00B_02 RAM                       : 6 GB OS Build                  : Windows 10 RS2 10543 DID                       : 9874  Graphics Driver           : 17.20 (\\hydincbt03\build\1703110925\image\17.20\17.20_BR230356) cTDP Settings             : AMD CBS --> AMD GNB Common Options --> System Configuration -> 15W POR Configuration Fake battery settings     : Advanced -> AMD PBS options -> AC/DC Switch control : Enabled  AC Timer                  : 0 DC Timer                  : 255 Display                   : ABM enabled, Max Battery Life B140HAN01.1 AU Optronics 14-Inch, 1920x 1080 PSR eDP Disk/Storage Type         : Samsung SSD 850 PRO USB Devices               : Logitech USB Mouse, Logitech Keyboard.                                 Steps To Reproduce the issue: Prepare the setup with above configuration Need a power measurement device (Yokogawa WT310/330) Please refer the document @ \\hydingfs\SRT\Power\Measuring_Power_in_SQA_v01.docx for the power meter wiring details. Automated test steps: Host and client system setup for automated tests refer the document Power measurement test setup under TACC.doc. Deploy �PWR_MEASURE_SysIdle� test sets through TACC. Extract results from ATM for the test case ID 149728. Expected Result: -----------------  Test should complete without any issues Actual Result: --------------- Score drop observed during execution.                              03/08                    03/11 PWR_MEASURE_SysIdle          ------                   ------                                RUN 1                         8.44                      9.04 RUN 2                         8.30                      9.16 RUN 3                         8.28                      9.12 RUN 4                         8.33                      9.30 Regression Details: -------------------  Driver: -------  17.20-170311-230356E-ATI -FAIL 17.20-170308-230356E-ATI -PASS"
223,SWDEV-116198,skubra,D3D12 - Resource Copy Test MultiQueue is failing on SI and CI(Oland/Mars),13:15.0,Closed,Undefined,Critical,,,,17.2,No,,,DXC (DX12),IV,CQE Escape,,Certificate,Problem Description --------------------- Following test is failing SI and CI(Oland/Mars) Job ID             Job Name      3330           D3D12 - Resource Copy Test MultiQueue 3255               D3D12 - MultiEngine System Configuration ------------------------------ OS Version  : RS1(14393) 64bit HLK Version : 14393 kit ASIC        : CI MARS ASICID        : 6600 CPU        : Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz Chipset        : z97-k      Steps to reproduce -------------------- Install 14393 64bit OS Install Display Driver from location \\hydincbt03\build\1703141800\image\17.20\17.20_BR230356 Install HLK client on the test machine Install HLK Studio on the local host machine Create a project in HLK Studio Queue the above test Expected Result ---------------- Tests should pass without any issues. Actual Result --------------- Test is giving the error message and failing on closing the popup.  Regression Details -------------------- 17.20-1703141800_BR230356 --> FAIL 17.20-1703110925_BR230356 --> PASS   Triagging Details ------------------ Replaced the DXCP files from passing driver(17.20-1703110925_BR230356) to failing driver(17.20-1703141800_BR230356).Test passed. Note --------- Test is passing on CI Bonaire. Test is passing on VI/PI/AI. Logs and error message is copied @ \\hydingfs\IV\Certification\HLK_ErrorLogs\15march  
224,SWDEV-116455,vmahalak,AMF files are left out even after clean unininstallation over Bristol and Carrizo,56:43.0,Closed,Undefined,High,Rejected - Unable to Reproduce,,,17.1,No,694869,2675409,Base Graphics Driver Triage,IV,CQE Escape,,Sanity,SYSTEM:  CPU : AMD Eng Sample: ZD3801AUM44AB_42/38/14/09_9874 APU:  Bristol desktop ( 9874) OS:  RS2-15043_x64 OS ( \\hydindrvcache01\Images\15043-RS2-64b.GHO) RAM: 8GB  DRIVER: \\hydincbt03\build\1703161704\image\17.10\17.10_BR311081 STEPS TO REPRODUCE: 1. Boot into the required setup 2. Install the driver from above path 3. Driver installs successfully and reboot the system after driver installation 4. Got to control panel and do clean uninstallation of driver and after uninstallation reboot the system. 5. Go to C:\Windows\System32\ to notice the issue EXPECTED: No AMD folder and AMF files must be present after clean uninstallation ACTUAL: AMD folder and AMF files are left out after clean uninstallation Attached screen shot for the same Regression: 17.10 - 1703161704 -311081 ( CL#1386726) --> Fail 17.10 - 1703151657 - 311081 ( CL#1386172) --> Pass Observations: 1. Observing the same issue across the following configurations. Carrizo PX ( 9874+ VI Topaz ( 6900)); RS2-64 Bristol Laptop ( 9874 + VI Topaz ( 6900)); RS2-64 Vesuvius CF ( 67B9); RS2-64 OS 2. Observing the issue with full build clean uninstallation and inf uninstallation. 3. No issue observed on other configurations across RS2 OS and Win7  
225,SWDEV-116716,karyashr,[IV][Win7_64]Init error observed over AI ELLESMERE while executing PC MARK8 (Video group chart),48:33.0,Opened,P1 (Gating),Critical,,,,17.2,No,694875,155698,Base Graphics Driver Triage,IV,CQE Escape,,Performance,"System Configuration for Win7_64_64bit ----------------------------------------------------------------- Chipset     : z97-k CPU         : Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz RAM         : 8 GB GPU         : AI ELLESMERE DID         : 67DF Machine : HY-IN-IVT1-32 OS Image used: Win7 64 Bit,K TACC Image (\\hydindrvcache01\images$\W764K.GHO) Driver: 17.20-170320-230356E-ATI (\\hydincbt03\build\1703201703\image\17.20\17.20_BR230356) Steps to Reproduce ------------------------ - Set up the system similar to the above configuration - Install the driver 17.20-170320-230356E-ATI (Full Build) - Install PCMARK8 through TACC(Test set: BV_Inst_PCM8_419) or manual (\\hydingfs\COMMON\3D\Benchmarks\PCMark08\PCMark8-v2.7.613) - Run PCMARK8 thru TACC or Manual(Video Group chart) While running PCM8 select HW acceleration as dGPU. Expected Result: -----------------  Test should complete without any issues Actual Result: --------------- Init error observed during execution                Regression Details: -------------------  Driver: -------  17.20-170320-230356E-ATI-FAIL 17.20-170317-230356E-ATI-PASS   ASICs ------- AI ELLESMERE OS ----- Observed in win_7 64 bit   CL Regression: --------------------- CL#1387842 - FAIL CL#1387823 - Pass"
226,SWDEV-116733,rvakkali,Clean Uninstallation stalls at uninstalling the driver over Fusion Carrizo Laptop,13:21.0,Closed,,,,,,,,,3075858,Install,IV,CQE Escape,,Sanity,"Description: Clean Uninstallation stalls at uninstalling the driver over Fusion Carrizo Laptop SYSTEM: CPU : AMD A10-8700P Radeon R6, 10 Compute Cores 4C+6G ASIC :FUSION CARRIZO(9874) Chipset: FUSION CARRIZO(9874) OS:  WIN7x64 (\\hydindrvcache01\Images$\W764K.GHO) RAM:  8 GB DRIVER:  \\hydincbt03\build\1703201703\image\17.20\17.20_BR230356 STEPS TO REPRODUCE: 1. Install the driver from above path and reboot the system when prompted 2. Enable the  driver verifier   and reboot the system 3. Try  to clean uninstall the driver and observe EXPECTED: Clean unintsall should happen without any issues ACTUAL: Clean Uninstallation stalls at uninstalling the driver and does't proceed further  Regression: 17.20 - 1703201703 (CL#1388050) --> Fail 17.20 - 1703071703 (CL#1382555) --> Pass Observation: Issue observed only with  Fusion Carrizo Laptop"
227,SWDEV-117086,vmahalak,BSOD/ Blank screen is observed during driver installation over Carrizo and Bristol PX.,02:43.0,Closed,Undefined,Critical,,,,17.1,No,694869,3075715,Base Graphics Driver Triage,IV,CQE Escape,,Sanity,"SYSTEM:  CPU : AMD FX-8800P Radeon R7, 12 Compute Cores 4C+8G APU:  Carrizo PX ( 9874 + VI Topaz 6900) OS:  RS2-15058_x64 OS ( \\hydindrvcache01\images$\15058-RS2-64b.GHO) RAM: 2GB DRIVER: \\hydincbt03\BUILD\1703231854\image\17.10\17.10_BR311081 STEPS TO REPRODUCE: 1. Ghost the system with the RS2 15058 image. 2. Boot into the system 3. Try to install the driver from above path to notice the issue   EXPECTED: No BSOD/blank screen  must be observed  ACTUAL: BSOD/Blank screen is observed during driver installation  Attached the dump file as well. Regression: 17.10 - 1703231854 -311081 ( CL#1390027) --> Fail 17.10 - 703221804 - 311081 ( CL#1389340 ) --> Pass Dump analysis: On analyzing the dump its pointing to the following bucket id: FAILURE_ID_HASH_STRING:  km:0x116_image_atikmpag.sys dump found at: \\hydinlogs01\coredmp\HY-IN-IVT10\HY-IN-IVT10-23\F2017-03-24-10#57#38#120_64452 Observations: 1. Observing BSOD/blank screen  on the following configuration as well: Kaveri PX ( 130E + SI Tropo 682B); RS2-64 OS Bristol laptop ( 9874 + VI Topaz 6900); RS2-64 OS 2. Observing BSOD during mid of driver installation with full build, 3. With inf driver installs fine but on restart observing blank screen and BSOD.  "
228,SWDEV-117618,pbvemula,[Dumps][AV_VRF_CODE_AV_PAGED_IP_atikmdag!DALGetNumberOfDisplays],37:37.0,Opened,Undefined,High,,,,17.1,No,694869,2674574,Stress,IV,CQE Escape,,Performance,"Issue         :   AV_VRF_CODE_AV_PAGED_IP_atikmdag!DALGetNumberOfDisplays Resolution :    Likely ATI Issue OS            :     Win10 64 Configurations : Host_Name(ASIC) Count HY-IN-IVT4-39 (AI ELLESMERE)(67DF)()(0)(z97-k) (Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz 3601 MHz)(8134) 2 R6-IN-PVT1-19 (AI BAFFIN)(67EF)()(0)(k10n780slix3-wifi) (AMD Phenom(tm) II X4 940 Processor 3000 MHz)(8192) 4 R6-IN-PVT1-22 (AI BAFFIN)(67EF)()(0)(msi-x58-pro-e--ms-7522-) (Intel(R) Core(TM) i7 CPU 920 @ 2.67GHz 2667 MHz)(4088) 3 R6-IN-PVT1-29 (AI ELLESMERE)(67DF)()(0)(myrtle-sm) (AMD Ryzen: ZD3601BAM88F4_40/36_Y 3600 MHz)(16298) 5   Driver Count 17.10-170322n-311081E-ATI 2 17.10-170321a2-312449E-ATI 12 Impact           :  Observed AI ELLESMERE,AI BAFFIN Observed on :  17.10   Note:Debugging Details are shared in attachment. Dumps: \\hydinlogs01\coredmp$\R6-IN-PVT1\R6-IN-PVT1-29\F2017-03-27-00#20#32#555_2674574.7z \\hydinlogs01\coredmp$\R6-IN-PVT1\R6-IN-PVT1-29\F2017-03-28-02#38#03#710_139982.7z \\hydinlogs01\coredmp$\R6-IN-PVT1\R6-IN-PVT1-29\F2017-03-27-00#20#32#555_2674574.7z      "
229,SWDEV-117619,pbvemula,[Dumps][0x1a_41793_VRF_nt!MiDeleteVirtualAddresses],51:19.0,Closed,Undefined,Medium,,,,17.1,No,694869,2673188,Stress,IV,CQE Escape,,Stress,"Issue         :   0x1a_41793_VRF_nt!MiDeleteVirtualAddresses Resolution :    Likely OS Issue OS            :     Win10 64 Configurations : Host_Name(ASIC) Count HY-IN-IVT4-60 (SI PITCAIRN)(6810)()(0)(m4a89td-pro-usb3) (AMD Phenom(tm) II X6 1075T Processor 3000 MHz)(8191) 12 HY-IN-IVT8-44 (SI TAHITI)(6798)()()(M4A89TD PRO USB3) (AMD Phenom(tm) II X6 1075T Processor)(8) 1 HY-IN-IVT8-60 (AI ELLESMERE)(67DF)()(439D)(crosshair-iv-formula) (AMD Phenom(tm) II X6 1055T Processor 2809 MHz)(8191) 1 HY-IN-WQL1-547 (CI SATURN)(6640)()(0)(p9x79) (Intel(R) Core(TM) i7-3930K CPU @ 3.20GHz 3201 MHz)(4074) 1 JQ-IN-TMAS-205 (SI HEATHROW CHELSEA)(6820)()(A16)(lenovo-y40-70) (Intel(R) Core(TM) i7-4510U CPU @ 2.00GHz 2601 MHz)(8121) 2 Driver Count 17.10-170221a2-311466E-ATI 1 16.50.2011-161223a-309931E-ATI 1 16.30-160713a-304647E-ATI 1 16.20-160529n-301398E-ATI 8 16.20-160519n-301398E-ATI 1 16.20-160517n-301398E-ATI 1 16.20-160514n-301398E-ATI 1 16.15-160110n-230356E-ATI 1 15.201.1151.1008-151104a-296217E 1   1 Impact           :  Observed SI PITCAIRN, SI TAHITI,AI ELLESMERE,CI SATURN asic Observed on :  17.10/16.50   Note:Debugging Details are shared in attachment. Dumps: \\hydinlogs01\coredmp$\JQ-IN-TMAS\JQ-IN-TMAS-205\F2016-07-17-03#15#59#342_2673813.7z \\hydinlogs01\coredmp$\HY-IN-IVT4\HY-IN-IVT4-60\F2016-05-31-00#04#22#090_2673188.7z"
230,SWDEV-117620,pbvemula,[Dumps][ LKD_0x117_IMAGE_atikmpag.sys],00:27.0,Opened,Undefined,Medium,,,,16.6,No,651966,,Stress,IV,CQE Escape,,Stress,"Issue         :    LKD_0x117_IMAGE_atikmpag.sys Resolution :    Likely ATI Issue OS            :     Win10 64 Configurations : Host_Name(ASIC) Count HY-IN-NPI1-101 (AI ELLESMERE)(67DF)()(43A2)(ga-990fxa-ud5) (AMD Phenom(tm) II X4 965 Processor 3400 MHz)(16382) 1 HY-IN-NPI1-106 (SI PITCAIRN)(6811)(SI PITCAIRN)(6811)(a990fxm-a) (AMD FX(tm)-4300 Quad-Core Processor 3800 MHz)(8127) 1 HY-IN-NPI1-110 (PI FIJI)(7300)(PI FIJI)(7300)(sabertooth-x58) (Intel(R) Core(TM) i7 CPU X 990 @ 3.47GHz 3468 MHz)(8184) 1 Driver Count 16.60.2711-170224a-311589E-ATI 3 Impact           :  Observed AI ELLESMERE,SI PITCAIRN,PI FIJI asic   Observed on :  16.60   Note:Debugging Details are shared in attachment. Dumps: Will share dumps shortly"
231,SWDEV-117735,akondapa,AMD folder retains even after clean uninstallation of driver over Win7-32 and Win10-32 bit OS,31:16.0,Closed,P2 (Must Solve),High,,,,17.2,No,694875,3075858,Windows Install,IV,CQE Escape,,Sanity,AMD folder retains even after clean uninstallation of driver over Win7-32 and Win10-32 bit OS SYSTEM: CPU:  AMD A10-5800K APU with Radeon� HD Graphics 3.80GHz ASIC:  VI ANTIGUA (6938) Motherboard: f2a85xm-d3h Chipset: AMD A85X OS:  Win7-32(\\hydindrvcache01\Images\W732K.GHO) RAM:  8 GB DRIVER:  \\hydincbt03\build\1703301022\image\17.20\17.20_BR230356 STEPS TO REPRODUCE: 1. Boot into the required setup 2. Install the driver from above path and reboot the system when prompted 3. Clean uninstall the driver. 4. Check for the AMD folder in C:\Program files EXPECTED: AMD folder should not exist ACTUAL: AMD folder exists even after clean uninstallation of driver Regression: 17.20 - 1703301022(CL#1392635) - Fail 17.20 - 1703231848(CL#1390025) - Fail 17.20 - 1703211820(CL#1388785) - Pass Observation: Issue observed only with Win7-32 and Win10-32 bit systems Issue observed with all ASIC families
232,SWDEV-117749,skubra,[Dumps][0xc4_f6_VRF_PROCEXP152!Unknown_Function],29:04.0,Closed,Undefined,High,,,,16.6,No,,3075968,Stress,IV,CQE Escape,,Certificate,"Issue         :  0xc4_f6_VRF_PROCEXP152!Unknown_Function Resolution :    Likely OS Issue OS            :     Win10, Win8.1 64bit Configurations : Driver Count 16.60-170214a-311279E-ATI 10 16.60-170131a-310846E-ATI 7 16.50.2611-170112a-310366E 5 16.50.2011-161223a-309935E 3 16.50.2011-161215a-309692E 6 16.50-170117a-310514E-ATI 4 16.50-170110a-310277E-ATI 4 16.50-161228a-309999E-ATI 5 16.50-161220a-309838E-ATI 6 Host_Name(ASIC) Count HY-IN-CDE1-16 (VI TONGA)(6938)(VI TONGA)(6938)(a990fxm-a) (AMD FX(tm)-4300 Quad-Core Processor 3800 MHz)(8127) 5 HY-IN-CDE1-18 (SI PITCAIRN)(6810)()(0)(ga-990fxa-ud7) (AMD Phenom(tm) II X6 1055T Processor 2800 MHz)(8190) 21 HY-IN-NPI1-103 (SI TAHITI)(6798)()(AAA0)(z97-a) (Intel(R) Core(TM) i7-4790K CPU @ 4.00GHz 4001 MHz)(16326) 5 HY-IN-NPI1-107 (VI HAWAII)(67B0)(VI HAWAII)(67B0)(sabertooth-990fx-r2.0) (AMD FX(tm)-8150 Eight-Core Processor 3600 MHz)(8093) 5 HY-IN-NPI1-120 (VI TONGA)(6938)()(AAD8)(b75m-d3h) (Intel(R) Core(TM) i7-3770 CPU @ 3.40GHz 3901 MHz)(8136) 14 Impact           :  Observed VI HAWAII , VI TONGA, SI TAHITI, SI PITCAIRN asic Observed on :  16.60,16.50    Note:Debugging Details are shared in attachment. Dumps: \\hydinlogs01\coredmp$\HY-IN-NPI1\HY-IN-NPI1-107\F2017-02-22-03#00#01#174_2677337.7z \\hydinlogs01\coredmp$\HY-IN-NPI1\HY-IN-NPI1-107\F2017-02-22-02#47#01#800_3075968.7z \\hydinlogs01\coredmp$\HY-IN-NPI1\HY-IN-NPI1-103\F2017-02-22-02#55#26#666_2677337.7z \\hydinlogs01\coredmp$\HY-IN-NPI1\HY-IN-NPI1-107\F2017-02-22-03#12#50#907_3076886.7z"
